"gap","event_set","weighting","panel","att_outcome","att_revenue","revenue_ci_lo","revenue_ci_hi","dose_scaled","ci_lo","ci_hi","percentile_lo","percentile_hi","share_draws_revenue_sign_flip","reps","status","revenue_units"
"grad_black_white","primary","unweighted","unbalanced",-0.0879453421902963,-0.629019304761144,-0.797824869150296,-0.457782518710688,0.139813423093098,0.092110394678858,0.207118406558333,0.092110394678858,0.207118406558333,0,9999,"ok","thousands of 2021 dollars per pupil"
