"gap","event_set","weighting","panel","e","att","se","boot_se","t_stat","crit_val","ci_lo","ci_hi","p_value","reps","clusters","reference","cohorts","treated_states","treated_units"
"grad_black_white","primary","unweighted","unbalanced",-5,-0.0747268841750224,0.0188643561522086,0.0189120782824879,-3.96127403300078,1.95106797305812,-0.111532525295958,-0.0379212430540863,1e-04,9999,39,FALSE,2,2,85
"grad_black_white","primary","unweighted","unbalanced",-4,0.130255713090958,0.237182029638396,0.237348408100766,0.549180362818989,1.67994058885045,-0.268196005444514,0.528707431626431,0.4978,9999,39,FALSE,2,2,85
"grad_black_white","primary","unweighted","unbalanced",-3,-0.0620574265988778,0.0366889736729891,0.0367452761257733,-1.69144624082427,1.88521931085226,-0.131224188262547,0.0071093350647912,0.0845,9999,39,FALSE,2,2,85
"grad_black_white","primary","unweighted","unbalanced",-2,-0.0727978660900428,0.0195127649664312,0.0194651225132432,-3.73078168139066,1.93392438846036,-0.110534078144919,-0.0350616540351667,1e-04,9999,39,FALSE,2,2,85
"grad_black_white","primary","unweighted","unbalanced",-1,0,,,,,,,,9999,39,TRUE,5,5,130
"grad_black_white","primary","unweighted","unbalanced",0,-0.0616082363982013,0.0479866361153347,0.0480970104546377,-1.28386237055932,1.83266476615415,-0.149551653653035,0.0263351808566326,0.2435,9999,39,FALSE,3,3,127
"grad_black_white","primary","unweighted","unbalanced",1,-0.184568732197709,0.00890325587753152,0.00895784093271002,-20.7304759895188,1.89430218162463,-0.20143418923008,-0.167703275165339,1e-04,9999,39,FALSE,1,1,42
"grad_black_white","primary","unweighted","unbalanced",2,-0.0702368007913356,0.017968588296665,0.0180391080993293,-3.90886582917434,1.94337304139615,-0.105156470879021,-0.0353171307036506,1e-04,9999,39,FALSE,2,2,48
"grad_black_white","primary","unweighted","unbalanced",3,-0.118592625778672,0.0185322786196184,0.018398513117819,-6.39924686072489,1.94628383647621,-0.154661700109109,-0.0825235514482352,1e-04,9999,39,FALSE,1,1,42
"grad_black_white","primary","unweighted","unbalanced",4,-0.0969046903628452,0.0183376461378715,0.0182794624332013,-5.2844672448289,1.91950334134144,-0.132103863396826,-0.0617055173288639,1e-04,9999,39,FALSE,1,1,42
"grad_black_white","primary","unweighted","unbalanced",5,-0.0852074378587644,0.01768994560918,0.0175578252999024,-4.81671564973875,1.91818364077588,-0.119140002132508,-0.0512748735850204,1e-04,9999,39,FALSE,1,1,42
"grad_black_white","primary","unweighted","unbalanced",6,-0.146252499444594,0.0192562249361695,0.0193162943611132,-7.59507639370602,1.91021537677235,-0.183036036416252,-0.109468962472936,1e-04,9999,39,FALSE,1,1,42
"grad_black_white","primary","unweighted","unbalanced",7,-0.017439214092237,0.019492131766576,0.0194945706792238,-0.894679673884656,1.92165958165851,-0.0548964558684282,0.0200180276839542,0.3797,9999,39,FALSE,1,1,42
"grad_black_white","primary","unweighted","unbalanced",8,-0.0106978427883073,0.0205366594647711,0.0205213007603726,-0.520914455764265,1.95432484668774,-0.0508331466482744,0.0294374610716598,0.6141,9999,39,FALSE,1,1,42
