"gap","event_set","weighting","panel","att_outcome","att_revenue","revenue_ci_lo","revenue_ci_hi","dose_scaled","ci_lo","ci_hi","percentile_lo","percentile_hi","share_draws_revenue_sign_flip","reps","status","revenue_units"
"c_hispanic_white","primary","unweighted","unbalanced",-0.00373579577132558,0.623228865943649,-0.0433712608726895,1.28667081725919,-0.00599425985455456,,,-0.0718403828217477,0.0955195713110809,0.0353035303530353,9999,"unbounded: the revenue effect's bootstrap interval includes zero","thousands of 2025 dollars per pupil"
