"gap","event_set","weighting","panel","att_outcome","att_revenue","revenue_ci_lo","revenue_ci_hi","dose_scaled","ci_lo","ci_hi","percentile_lo","percentile_hi","share_draws_revenue_sign_flip","reps","status","revenue_units"
"c_hispanic_white","primary","unweighted","unbalanced",0.0858283845967055,0.622644380489742,-0.115971520354118,1.34396481794294,0.137844951767166,,,-0.396740801203128,0.75474128517949,0.053005300530053,9999,"unbounded: the revenue effect's bootstrap interval includes zero","thousands of 2025 dollars per pupil"
