"gap","event_set","weighting","panel","att_outcome","att_revenue","revenue_ci_lo","revenue_ci_hi","dose_scaled","ci_lo","ci_hi","percentile_lo","percentile_hi","share_draws_revenue_sign_flip","reps","status","revenue_units"
"b_black_white","primary","unweighted","unbalanced",0.0250974633282167,0.211655533670412,-0.263728586706942,0.680940024613235,0.118576929660144,,,-1.53672415894408,1.50121577857475,0.223822382238224,9999,"unbounded: the revenue effect's bootstrap interval includes zero","thousands of 2025 dollars per pupil"
