"gap","event_set","weighting","panel","att_primary","effect_share_minority","effect_share_white","p_minority","p_white","trim_fraction","treated_post_unit_years","trimmed_unit_years","att_trim_top","att_trim_bottom","lee_lower","lee_upper","status"
"b_black_white","primary","unweighted","unbalanced",,0.106644854556291,-0.0482509168882211,0.0942388446962303,-0.0538636206466467,0.148102465342877,1445,214,,,,,"trim refit: error: No valid att_gt() estimates found for this aggregation. This may happen if all estimates for a particular group or time period are NA. / error: No valid att_gt() estimates found for this aggregation. This may happen if all estimates for a particular group or time period are NA."
