"gap","event_set","weighting","panel","att_primary","effect_share_minority","effect_share_white","p_minority","p_white","trim_fraction","treated_post_unit_years","trimmed_unit_years","att_trim_top","att_trim_bottom","lee_lower","lee_upper","status"
"c_hispanic_white","primary","unweighted","unbalanced",0.0212320149914179,0.0152939362620624,-0.0642224175075515,0.0139588270776588,-0.0726560859975218,0.0866149130751807,2497,216,-0.00704760301487439,0.0631549896194663,-0.00704760301487439,0.0631549896194663,"ok"
