"gap","event_set","weighting","panel","att_outcome","att_revenue","revenue_ci_lo","revenue_ci_hi","dose_scaled","ci_lo","ci_hi","percentile_lo","percentile_hi","share_draws_revenue_sign_flip","reps","status","revenue_units"
"b_black_white","primary","unweighted","unbalanced",-0.0181205265223398,0.534104502557601,-0.0679739168800065,1.14732043579886,-0.0339269308451216,,,-0.197851914807498,0.151173780508953,0.0452045204520452,9999,"unbounded: the revenue effect's bootstrap interval includes zero","thousands of 2025 dollars per pupil"
